ὁ	ἀλφός	 dartre blanche et farineuse	ἀλφός	des : ή, όν,	
αἱ	Ἀμαζονίδες	 les Amazones	Ἀμαζονίς	gens : ίδος	
ἡ	ἁμαξιτός	 grande route	ἁμαξιτός	des : ός, όν	
adv.	ἀμαυρὰ	 avoir un regard d'aveugle	ἀμαυρός	des : ά, όν	tr. intr. adv. 
τὸ	ἀμϐλυῶττον	 faiblesse de la vue	ἀμϐλυώσσω	
οἱ	ἀμείνονες	 les grands	ἀμείνων	des : ων, ον,	gens : ονος	adj. adv. 
adv.	ἄμεινον	 mieux	ἀμείνων	des : ων, ον,	gens : ονος	adj. adv. 
adv.	ἀμενηνόν	 sans force, faiblement	ἀμενηνός	des : ός, όν,	adv. 
τὸ	ἀμετάϐλητον	 l'immutabilité	ἀμετάϐλητος	des : ος, ον,	
τὸ	ἀμετάστατον	 la stabilité, l'uniformité.	ἀμετάστατος	des : ος, ον	
ὁ	ἀμητός	 champ moissonné	ἀμητός	des : ή, όν	
ἡ	ἀμιναία	 sorte de myrrhe	Ἀμιναία	gens : ας	(ἡ) 
τὸ	ἀμμωνιακόν	 sel ammoniac ou gomme ammoniaque (de Libye)	Ἀμμωνιακός	des : ή, όν,	
adv.	ἀμνήστευτα	 sans avoir recherché en mariage	ἀμνήστευτος	gens : ου,	adj. f. adv. 
ἡ	ἀμνός	 agneau femelle, agnelle	ἀμνός	gens : οῦ	(ὁ, ἡ) 
οἱ	ἀμοιβοί	 combattants qui en remplacent d'autres	ἀμοιϐός	des : ή, όν	
τὰ	ἀμόργινα	 vêtements de lin fin ou de laine d'Amorgos	ἀμόργινος	des : η, ον	
adv.	ἄμοτον	 avec force	ἄμοτος	des : ος, ον	adv. 
ὁ	ἄμυλος	 gâteau de farine fine	ἄμυλος	des : ος, ον	
οἱ	ἀμυντῆρες	 défenses ou andouillers du bois d'un cerf	ἀμυντήρ	gens : ῆρος	adj. m. 
τὸ	ἀμυντήριον	 moyen de défense, préservatif	ἀμυντήριος	des : α, ον	
τὰ	ἀμυντήρια	 moyens de défense	ἀμυντήριος	des : α, ον	
adv.	ἀμφαδίην	 ouvertement, publiquement	ἀμφάδιος	des : α, ον	adv. 
τὸ	ἀμφίϐιον	 > ἀλόη	ἀμφίϐιος	des : ος, ον	
τὸ	ἀμφίθυρον	 vaste salle à deux portes	ἀμφίθυρος	des : ος, ον	
τὸ	Ἀμφικτυονικόν	 assemblée amphictionique	Ἀμφικτιονικός	des : ή, όν,	
τὸ	ἀμφικύπελλον	 vase à double coupe	ἀμφικύπελλος	des : ος, ον	
ἡ	ἀμφιλύκη	 la nuit à demi lumineuse, l'aube	ἀμφιλύκη νύξ	(ἡ) 
οἱ	ἀμφισϐητοῦντες	 les adversaires, les défendeurs (en justice)	ἀμφισϐητέω	
τὰ	ἀμφισϐητούμενα	 les points controversés	ἀμφισϐητέω	
τὰ	ἀμφισϐητήσιμα	 les choses contestables	ἀμφισϐητήσιμος	des : ος, ον,	
ἡ	ἀμφισϐητητική	 l'art de la controverse	ἀμφισϐητητικός	des : ή, όν,	
τὸ	ἀμφισϐητητικόν	 la controverse.	ἀμφισϐητητικός	des : ή, όν,	
ὁ	ἀμφίταπος	 tapis laineux des deux côtés	ἀμφίταπος	des : ος, ον	
ἡ	ἀμφιτρής	 la roche percée, à double entrée	ἀμφιτρής	gens : ῆτος	(ὁ, ἡ) 
ὁ	ἀμφιτριϐής	 homme rompu à toutes les roueries, vieux routier	ἀμφιτριϐής	des : ής, ές	
ὁ	ἀμφώϐολος	 sorte de javelot à deux pointes	ἀμφώϐολος	des : ος, ον,	
τὰ	ἀμφώϐολα	 divination par les entrailles des victimes (percées de part en part par la broche)	ἀμφώϐολος	des : ος, ον,	
ὁ	ἀμφώδους	 l'âne, à cause de ses larges dents	ἀμφώδους	gens : -ώδοντος	(ὁ, ἡ) 
τὸ	ἀνάγαιον	 appartement à un étage supérieur	ἀνάγαιος	des : ος, ον,	
τὸ	ἀναιδές	 l'impudence	ἀναιδής	des : ής, ές,	
τὸ	ἀνάκλιτον	 siège ou lit pour s'étendre à la renverse,	ἀνάκλιτος	des : ος, ον	
τὰ	ἀνάντη	 les régions escarpées, les escarpements	ἀνάντης	des : ης, ες,	
τὸ	ἄναντες	 le sommet	ἀνάντης	des : ης, ες,	
τὸ	ἀναπαυστήριον	 place pour se reposer	ἀναπαυστήριος	des : ος, ον,	
τὰ	ἀναπνευστικά	 organe de la respiration.	ἀναπνευστικός	des : ή, όν,	
ἡ	ἀνατολική	 l'Orient	ἀνατολικός	des : ή, όν,	
οἱ	ἀνατολικοί	 les Orientaux	ἀνατολικός	des : ή, όν,	
τὰ	ἠνδραγαθημένα	 belles actions	ἀνδραγαθέω	
τὸ	ἀνδρείκελον	 statue d'homme	ἀνδρείκελος	des : ος, ον,	
οἱ	Ἄνδριοι	 les habitants d'Andros	Ἄνδριος	des : α, ον,	
οἱ	Ἀνδροφάγοι	 les mangeurs de chair humaine	ἀνδροφάγος	des : ος, ον	
τὸ	ἀνελεύθερον	 bassesse de sentiments	ἀνελεύθερος	des : ος, ον,	
adv.	ἀνεμώλια	 vainement	ἀνεμώλιος	des : ος, ον	adv. 
ἡ	ἀνεπίδικος	 héritière unique (dont les droits ne peuvent être contestés)	ἀνεπίδικος	des : ος, ον	
ὁ	ἀνήρ	 l'homme, celui-ci, celui-là	ἀνήρ	(ὁ) 
τὰ	ἀνθρώπεια	 les affaires humaines	ἀνθρώπειος	des : α, ον,	
τὸ	ἀνθρώπειον	 la nature humaine ; ou les affaires humaines	ἀνθρώπειος	des : α, ον,	
ἡ	ἀνθρωπηΐη	 peau d'homme	ἀνθρωπήϊος	des : η, ον,	
τὰ	ἀνθρωπικά	 les affaires humaines	ἀνθρωπικός	des : ή, όν,	
τὸ	ἀνθρωπόμορφον	 > μανδραγόρας	ἀνθρωπόμορφος	des : ος, ον,	
οἱ	Ἀννικέρειοι	 les disciples d'Annikéris, les philosophes cyrénaïques.	Ἀννικέρειος	des : ος, ον,	
οἱ	Ἀντανορίδαι	 les descendants d'Antènor, les Troyens	Ἀντηνορίδης	gens : ου,	(ὁ) 
adv.	ἀντίϐιον	 en face	ἀντίϐιος	des : α, ον,	adv. 
ἡ	ἀντίδοτος	 antidote (propriété qui agit contre)	ἀντίδοτος	des : ος, ον,	
τὸ	ἀντίδοτον	 antidote	ἀντίδοτος	des : ος, ον,	
τὸ	ἀντίθετον	 opposition, antithèse	ἀντίθετος	des : ος, ον,	
τὸ	ἀντίθυρον	 vestibule	ἀντίθυρος	des : ος, ον	
τὰ	ἀντίθυρα	 vestibule	ἀντίθυρος	des : ος, ον	
τὸ	Ἀντικυρικόν	 l'ellébore, la plante d'Anticyre	Ἀντικυρικός	des : ή, όν,	
τὰ	ἀντιλεγόμενα	 les points controversés, en litige.	ἀντιλέγω	
ἡ	ἀντιλογική	 l'art de discuter, la dialectique	ἀντιλογικός	des : ή, όν,	
τὸ	ἀντιλογικόν	 l'art de discuter, la dialectique	ἀντιλογικός	des : ή, όν,	
οἱ	ἀντιλογικοί	 dialecticiens versés dans l'art de la controverse, controversistes	ἀντιλογικός	des : ή, όν,	
τὰ	ἀντιπέραια	 le bord opposé	ἀντιπέραιος	des : ος, ον,	
τὰ	ἀντίποινα	 rémunération, salaire	ἀντίποινος	des : ος, ον,	
οἱ	ἀντίποδες	 les antipodes	ἀντίπους	des : ους, ουν,	
τὸ	ἀντιφάρμακον	 contre-poison, antidote	ἀντιφάρμακος	des : ος, ον	
adv.	ἀνυμέναια	 sans hyménée	ἀνυμέναιος	des : ος, ον	adv. 
τὸ	ἀνυπόδικον	 l'impunité	ἀνυπόδικος	des : ος, ον	
τὸ	ἄνω	 la partie supérieure, le haut	2 ἄνω	adv. prép. 
τὰ	ἄνω	 la partie supérieure, le haut	2 ἄνω	adv. prép. 
οἱ	ἄνω	 ceux d'en haut, les vivants	2 ἄνω	adv. prép. 
τὰ	ἀνώτατα	 la région supérieure	ἀνώτατος	des : η, ον,	
οἱ	Ἄξεινοι	 populations du littoral du Pont-Euxin (v.)	Ἄξεινος πόντος	gens : ου	(ὁ) 
ὁ	ἀόριστος	 l'aoriste	ἀόριστος	des : ος, ον,	
ἡ	ἀπαρέμφατος	 le mode indéfini, l'infinitif	ἀπαρέμφατος	des : ος, ον	
adv.	ἀπειρέσιον	 sans fin	ἀπειρέσιος	des : α, ον,	adv. 
τὸ	ἀπειρόκαλον	 ignorance du beau ou du bien, manque de goût	ἀπειρόκαλος	des : ος, ον	
τὸ	ἀπειροπόλεμον	 inexpérience de la guerre	ἀπειροπόλεμος	des : ος, ον,	
adv.	ἀπέλεθρον	 au loin	ἀπέλεθρος	des : ος, ον,	adv. 
ἡ	ἀπεργαστική	 l'art de produire, d'achever	ἀπεργαστικός	des : ή, όν,	
τὸ	ἀπερίεργον	 simplicité	ἀπερίεργος	des : ος, ον,	
τὸ	ἀπέριττον	 absence de recherche, simplicité	ἀπέρισσος	des : ος, ον,	
adv.	ἀπηλεγές	 sans s'arrêter à rien	ἀπηλεγής	des : ής, ές,	adv. 
ἡ	ἁπλοΐς	 simple vêtement de dessus, simple pardessus	ἁπλοΐς	gens : ΐδος,	subst. adj. f. 
adv.	ἁπλῇ	 simplement	ἁπλόος	des : όη-ῆ, όον-οῦν,	adv. 
τὰ	ἀποϐατήρια	 sacrifices du débarquement	ἀποϐατήριος	des : ος, ον	
τὸ	ἀπόγραφον	 copie.	ἀπόγραφος	des : ος, ον	
τὰ	ἀπόθετα	 le trésor public	ἀπόθετος	des : ος, ον,	
οἱ	Ἀπόκλητοι	 les membres du Conseil chez les Étoliens	ἀπόκλητος	des : ος, ον,	
τὸ	ἀποκρινόμενον	 matière sécrétée	ἀποκρίνω	
τὰ	ἀποκρινόμενα	 les sécrétions, les excréments	ἀποκρίνω	
τὸ	ἀπονεμητικόν	 la justice distributive	ἀπονεμητικός	des : ή, όν,	
ὁ	ἀπόρροος	 embranchement d'un cours d'eau	ἀπόρροος	des : οος-ους, οον-ουν,	
οἱ	ἀπεστρατευμένοι	 les soldats congédiés ou émérites.	ἀποστρατεύομαι	
ὁ	ἀπότοκος	 propagation (d'une maladie)	ἀπότοκος	des : ος, ον,	subst. 
τὰ	ἀποτετολμημένα	 ce qu'on ose déclarer	ἀποτολμάω	
τὸ	ἀποτραχυνόμενον	 manque de souplesse	ἀποτραχύνω	
τὰ	Ἀπόφθεγματα	 les Préceptes (titre de deux ouvrages de Plutarque)	ἀπόφθεγμα	gens : ατος	(τὸ) 
τὰ	ἀποφόρητα	 friandises ou présents que les convives pouvaient emporter chez eux	ἀποφόρητος	des : ος, ον,	
οἱ	Ἄππιοι	 les Appius	Ἄππιος	gens : ου	(ὁ) 
τὸ	ἀπρεπές	 > ἀπρέπεια	ἀπρεπής	des : ής, ές,	
ὁ	ἀπρίλιος	 le mois d'avril	Ἀπρίλιος	des : α, ον,	
ἡ	ἀραιά	 la partie grêle ou inférieure du ventre, les flancs	ἀραιός	des : ά, όν	
τὸ	Ἀράτειον	 lieu consacré à Aratus de Sicyone	Ἀράτειος	des : α, ον	
ἡ	ἀραχναίη	 araignée	ἀραχναῖος	des : α, ον	
οἱ	Ἄραϐες	 les Arabes	Ἄραψ	gens : αϐος	(ὁ) 
οἱ	Ἀργεάδαι	 les Argéades	Ἀργεάδης	gens : ου	(ὁ) 
ἡ	Ἀργολίς	 l'Argolide	Ἀργολίς	gens : ίδος	adj. f. 
τὰ	ἀργύρεια	 mines d'argent	ἀργύρειος	des : α, ον	
ἡ	ἀργυρῖτις	 minerai mêlé d'argent ; mine d'argent	ἀργυρῖτις	gens : ιδος	subst. adj. f. 
ὁ	ἀργυρότοξος	 le dieu à l'arc d'argent	ἀργυρότοξος	des : ος, ον	
ὁ	ἀργυρώνητος	 esclave acheté à prix d'argent	ἀργυρώνητος	des : ος, ον	
ὁ	ἀρήϊος	 un guerrier	1 Ἄρειος	des : ος, ον	subst. 
ὁ	Ἀρεοπαγιτικός	 le discours sur l'Aréopage	Ἀρεοπαγιτικός	des : ή, όν	
τὰ	ἄρθμια	 liens d'amitié	ἄρθμιος	des : α, ον,	
τὰ	ἀρθρέμϐολα	 instruments de torture pour comprimer les articulations	ἀρθρέμϐολος	des : ος, ον,	
οἱ	Ἀριστοτελικοί	 les disciples d'Aristote	Ἀριστοτελικός	des : ή, όν	
τὸ	Ἀριστοφάνειον	 le style d'Aristophane	Ἀριστοφάνειος	des : ος, ον	
τὰ	Ἀριστοφάνεια	 les pièces d'Aristophane	Ἀριστοφάνειος	des : ος, ον	
οἱ	Ἀριστῶνες	 les Aristôns	Ἀρίστων	gens : ωνος	(ὁ) 
τὸ	Ἀρκαδικόν	 le contingent d'Arcadie	Ἀρκαδικός	des : ή, όν	
οἱ	Ἀρκάδες	 les Arcadiens	2 Ἀρκάς	gens : άδος	(ὁ, ἡ) 
τὰ	ἀρκύστατα	 filets tendus	ἀρκύστατος	des : ος, ον	
τὸ	ἀρμένιον	 couleur bleue produite avec certaines substances d'Arménie	1 Ἀρμένιος	des : ος, ον,	subst. 
οἱ	Ἀρμένιοι	 les Arméniens	1 Ἀρμένιος	des : ος, ον,	subst. 
ὁ	ἀρνειός	 bélier	ἀρνειός	des : ός, όν,	subst. 
τὸ	ἀρρενωπόν	 virilité, courage	ἀρρενωπός	des : ός, όν,	
οἱ	Ἀρσακίδαι	 les Arsacides	Ἀρσακίδης	gens : ου	(ὁ) 
τὸ	ἀρχέτυπον	 modèle primitif, original d'une chose,	ἀρχέτυπος	des : ος, ον	
αἱ	ἀρχαί	 les autorités, les magistrats ; les puissances célestes	ἀρχή	gens : ῆς	(ἡ) adv. 
ἡ	ἀρχή	 le gouvernement	ἀρχή	gens : ῆς	(ἡ) adv. 
οἱ	ἀσώμενοι	 ceux qui ont le dégoût des aliments, qui ont perdu l'appétit	ἀσάω	
τὸ	ἀσεϐές	 impiété	ἀσεϐής	des : ής, ές,	
τὰ	ἠσελγημένα	 actes impudents	ἀσελγέω	
τὰ	Ἀσκαλώνια	 figues d'Ascalon	Ἀσκαλώνιος	des : α, ον,	
οἱ	ἄσκευοι	 troupe armée à la légère	ἄσκευος	des : ος, ον,	
τὰ	Ἀσκληπίεια	 les fêtes d'Asklèpios	Ἀσκληπίειος	des : α, ον,	
adv.	ἄσπετον	 extrêmement, fortement	ἄσπετος	des : ος, ον	adv. 
τὸ	ἀσπλήνιον	 daurade ou ceterach	ἀσπλήνιος	des : α, ον,	
τὸ	ἄσπληνον	 daurade ou ceterach	ἄσπληνος	des : ος, ον,	
ἡ	Ἀσσησίη	 le territoire d'Assèsos	Ἀσσήσιος	des : α, ον,	
τὰ	Ἄσσια	 la région de l'Ἄσσος	Ἄσσιος	des : α, ον,	
οἱ	Ἀσσύριοι	 les Assyriens	Ἀσσύριος	des : α, ον	
τὸ	ἀστάθμητον	 incertitude	ἀστάθμητος	des : ος, ον,	
τὸ	ἀστέριον	 sorte d'aster	ἀστέριος	des : α, ον,	
οἱ	ἀστικοί	 les citadins	ἀστικός	des : ή, όν	
τὰ	ἀστρολογούμενα	 traités d'astronomie	ἀστρολογέω	
ἡ	ἀστρολογική	 l'astronomie	ἀστρολογικός	des : ή, όν,	
τὰ	ἀστρολογικά	 l'astronomie	ἀστρολογικός	des : ή, όν,	
ἡ	Ἀστυρηνή	 Artémis d'Astyres	Ἀστυρηνός	des : ή, όν	
τὸ	ἀσύμϐατον	 dispositions irréconciliables	ἀσύμϐατος	des : ος, ον	
οἱ	Ἀσώπιοι	 les riverains de l'Asôpos	1 Ἀσώπιος	des : ος, ον	
ἡ	Ἀσωπίς	 fille de l'Asôpos	Ἀσωπίς	gens : ίδος	adj. f. 
τὸ	ἀτειρές	 dureté ou obstination inflexible	ἀτειρής	des : ής, ές,	
τὸ	Ἀτλαντικόν	 la mer Atlantique	Ἀτλαντικός	des : ή, όν,	subst.
τὸ	ἀτόκιον	 médicament pour rendre stérile	ἀτόκιος	des : ος, ον,	
τὸ	ἀτρεμές	 calme, tranquillité	ἀτρεμής	des : ής, ές,	
ἡ	ἀτρυγέτη	 la mer	ἀτρύγετος	des : ος, ον	
τὸ	Αὐεντῖνον	 le mt Aventin	Αὐεντῖνος	gens : ου	(ὁ) 
adv.	αὐθημερόν	 le jour même, immédiatement	αὐθήμερος	des : ος, ον,	adv. 
ἡ	αὔλειος	 porte de la cour, porte d'entrée de la maison	αὔλειος	des : α, ον, ος, ον,	subst. 
αἱ	αὔλειοι	 porte de la cour, porte d'entrée de la maison	αὔλειος	des : α, ον, ος, ον,	subst. 
οἱ	αὐλικοί	 les courtisans	αὐλικός	des : ή, όν,	
τὸ	αὔριον	 le lendemain tôt, le matin	αὔριον	subst. adv. 
οἱ	Αὐσόνιοι	 > Αὔσονες	Αὐσόνιος	des : α, ον,	
τὸ	αὐτόγραφον	 acte autographe, écrit original	αὐτόγραφος	des : ος, ον	
τὸ	αὐτοέκαστον	 l'idée de chaque chose en soi.	αὐτοέκαστος	des : ος, ον,	
τὸ	αὐτόζωον	 l'être qui possède la vie en soi, qui vit par lui-même, l'Être en soi	αὐτόζωος	des : ος, ον,	
τὸ	αὐτόϊσον	 l'égalité en soi.	αὐτόϊσος	des : ος, ον	
τὸ	αὐτοκρατές	 volonté indépendante, libre arbitre	αὐτοκρατής	des : ής, ές	
τὰ	αὐτοματοποιϊκα	 traité des automates	αὐτοματοποιϊκός	des : ή, όν	
ὁ	αὐτοπυρίτης	 pain de farine pure	αὐτοπυρίτης	gens : ου	(ὁ) subst. 
ὁ	αὐτόπυρος	 pain de farine pure	αὐτόπυρος ἄρτος	(ὁ) subst. 
οἱ	ἀφανεῖς	 les soldats disparus (dans une bataille)	ἀφανής	des : ής, ές	adv. 
οἱ	ἀφηγούμενοι	 l'avant-garde	ἀφηγέομαι	
ὁ	ἀφνειός	 homme riche,	ἀφνειός	des : ός ή, όν	subst. 
τὰ	Ἀφρικανά	 figues d'Afrique	Ἀφρικανός	des : ή, όν,	
ὁ	Ἀφρικανός	 l'Africain	Ἀφρικανός	des : ή, όν,	
τὸ	ἀφρῶδες	 l'écume	ἀφρώδης	des : ης, ες,	subst. 
ὁ	Ἀχαϊκός	 Achaicus, Mummius	Ἀχαϊκός	des : ή, όν	
οἱ	Ἀχαιμένιοι	 les Perses	Ἀχαιμένιος	des : α, ον	
αἱ	Ἀχελωΐδες	 les villes riveraines du golfe Strymon	Ἀχελωΐς	gens : ΐδος,	adj. f. 
ὁ	ἀχθοφόρος	 portefaix	ἀχθοφόρος	des : ος, ον,	
οἱ	Βαϐυλώνιοι	 les Babyloniens	Βαϐυλώνιος	des : α, ον	
τὸ	βαδιστικόν	 aptitude à marcher	βαδιστικός	des : ή, όν	
ἡ	Βαθύλλειος	 sorte de danse, la (danse) de Bathyllos	Βαθύλλειος	des : ος, ον	
οἱ	Βακτριανοί	 les Bactriens, habitants de la Bactriane	Βακτριανός	des : ή, όν,	
οἱ	Βάκτριοι	 les habitants de Bactres	Βάκτριος	des : α, ον,	
ἡ	βαλανευτική	 l'art de se baigner ou de baigner	βαλανευτικός	des : ή, όν	
οἱ	Βάπται	 « les Immerseurs, les Purificateurs »	βάπτης	gens : ου	(ὁ) 
οἱ	Βαρκαῖοι	 les habitants de Barkè	Βαρκαῖος	des : α, ον,	
ὁ	Βάρκας	 Barca, Hamilcar.	Βάρκας	gens : α	(ὁ) 
τὸ	βαρύμηνι	 le ressentiment, le courroux	βαρύμηνις	des : ις, ι,	gens : ιος,	
τὰ	βατράχεια	 couleur de grenouille, vert clair	βατράχειος	des : ος, ον	
τὸ	βέϐαιον	 la certitude	βέϐαιος	des : ος α, ον,	
οἱ	Βέϐρυκες	 les Bébrykes	Βέϐρυξ	gens : υκος,	subst. adj. m. 
οἱ	Βελγικοί	 les Belges	Βελγικός	des : ή, όν,	
ἡ	Βελγική	 la Belgique	Βελγικός	des : ή, όν,	
τὰ	βελικά	 les engins balistiques	βελικός	des : ή, όν,	
ἡ	βελοποιϊκή	 l'art de fabriquer des machines de jet	βελοποιϊκός	des : ή, όν,	
τὰ	βελοποιϊκά	 traité sur la fabrication des machines de jet	βελοποιϊκός	des : ή, όν,	
