ἀδέσετον	> ἄλυσσον	gens : ου (τὸ) 
ἁδέσθαι	> ἁνδάνω	
ἀδέσμιος	> ἄδεσμος	des : ος, ον, 
ἀδηκότες	> ἀδέω	
ἀδηλία	> ἀδηλότης	gens : ας (ἡ) 
ἀδημοσύνη	> ἀδημονία	gens : ης (ἡ) 
ἀδῇος	> ἀδήϊος	
ᾅδης	> Ἅιδης	
ἀδιάδεκτος	> ἀδιάδοχος	des : ος, ον, 
ἀδιαφράκτως	> ἀδιάφρακτος	adv. 
ἀδικείμενος	> ἀδικέω	
ἀδίκευσις	> ἀδικία	gens : εως (ἡ) 
ἅδιον	> ἡδύς	
ἀδόλεσχος	> ἀδολέσχης	des : ος, ον 
ἅδον	> ἁνδάνω	
ἁδονά	> ἡδονή	
ἀδονίς	> ἀηδονίς	
ἀδραίνω	> ἀδρανέω	
ἀδράνεος	> ἀδρανής	des : α, ον, 
ἀδρανίη	> ἀδράνεια	
Ἀδρανόν	> Ἀδρανός	gens : οῦ (τὸ) 
Ἀδρήστεια	> Ἀδράστεια	
ἄδρηστος	> ἄδραστος	
Ἄδρηστος	> Ἄδραστος	
Ἀδριανικός	> Ἀδριανός	des : ή, όν, 
Ἀδρίης	> Ἀδρίας	
ἁδροσύνη	> ἁδρότης	gens : ης (ἡ) 
Ἀδρούμητος	> Ἀδρύμης	gens : ου (ἡ) 
Ἀδρυάς	> Ἁμαδρυάς	gens : άδος (ἡ) 
ἁδυϐόας	> ἡδυϐόας, ἡδύγλωσσος	
ἀδυνασία	> ἀδυναμία	gens : ας (ἡ) 
ἀδυνατία	> ἀδυναμία	gens : ας (ἡ) 
ἁδύπνοος	> ἡδύπνοος	
ἁδύπολις	> ἡδύπολις	
ἁδύς	> ἡδύς	
ἁδύφωνος	> ἡδύφωνος	
ἀδών	> ἀηδών	
Ἄδων	> Ἄδωνις	gens : ωνος (ὁ) 
Ἀδώνια	> Ἀδώνιος 2	gens : ων (τὰ) 
Ἀδωνιάς	> Ἀδωναία	gens : άδος (ἡ) 
Ἀδώνιοι	> Ἀδώνιος 2	gens : ων (οἱ) 
1 Ἀδώνιος	> Ἄδωνις	gens : ου (ὁ) 
ἀέ	> ἀεί	
ἀεθλεύω	> ἀθλεύω, ἀθλητήρ, ἀθλητής	
ἀέθλιος	> ἄθλιος	
ἄεθλον	> ἆθλον	
ἄεθλος	> ἆθλος	
ἀεθλοσύνη	> ἀθλοσύνα	
ἀεθλοφόρος	> ἀθλοφόρος	
*ἀειγενέτης	> αἰειγενέτης	
ἀείγνητος	> ἀειγενής	des : ος, ον, 
ἀεῖδεν	> ᾄδω	
ἀείδω	> ᾄδω.	
ἀείζως	> ἀείζωος	des : ως, ων, 
ἀειζώων	> ἀείζωος	des : ουσα, ον, gens : οντος, 
ἀεικίζω	> αἰκίζω	
ἀειναής	> ἀείναος	des : ής, ές, 
ἀείναος	> ἀέναος	des : ος, ον, 
ἀείνως	> ἀείναος	
ἀειπλανής	> ἀείπλανος	des : ής, ές 
ἀείρω	> αἴρω	
ἀείς	> ἄημι	
ἄεισι	> ἄημι	
ἄεισμα	> ᾆσμα	(τὸ) 
ἀείτας	> ἀετός	gens : α (ὁ) 
ἀείχρυσον	> ἀείζωον	gens : ου (τὸ) 
ἀεκούσιος	> ἀκούσιος	des : ος, ον, 
ἀέκων	> ἄκων	des : ουσα, ον, 
ἀέλιος	> ἥλιος	
ἀελλάς	> ἀελλαῖος	gens : άδος, 
ἀελλήεις	> ἀελλάς	des : ήεσσα, ῆεν, 
ἀελπτής	> ἄελπτος	des : ής, ές, 
ἄεν	> ἄων.	
ἀενάων	> ἀέναος	des : ουσα, ον, gens : οντος 
ἀεργείη	> ἀεργία	gens : ης (ἡ) 
ἀεργηλός	> ἀεργός	des : ή, όν, 
ἀεργής	> ἀεργός	des : ής, ές, 
ἀερθείς	> ἀείρω	
*ἀεροφεγγής	> *ἀεροφαής	des : ής, ές, 
ἀεροφοίτας	> *ἀεροφοῖτις	gens : α (ὁ) 
ἀέρρω	> ἀείρω	
ἀερσιπέτης	> ἀερσιπότης	gens : ου (ὁ) 
ἀερσιπόδης	> ἀερσίπους	gens : ου (ὁ) 
ἀερτάω	> ἀερτάζω	
ἀετώσιον	> ἐτώσιον	
ἀζάνω	> ἀζαίνω	
Ἀζήν	> Ἀζάν	
ἀζυγής	> ἄζυγος	des : ής, ές 
ἄζως	> ἄζωος	des : ως, ων, 
ἀηδόνιον	> ἀηδονιδεύς	gens : ου (τὸ) 
ἀηδονίς	> ἀηδών	gens : ίδος (ἡ) 
ἀηδῶ	> ἀηδών	gens : ἀηδοῦς, (ἡ) 
ἀηθέω	> ἀηθέσσω	
ἀηθία	> ἀήθεια	gens : ας (ἡ) 
ἀηθίζομαι	> ἀηθέσσω	
2 ἄητος	> ἄατος	des : ος, ον, 
ἀητός	> ἀετός	gens : οῦ (ὁ) 
ἀητοφόρος	> ἀετοφόρος	des : ος, ον, 
Ἀθάνα	> Ἀθηνᾶ, -ναι, -ναία	
ἀθανής	> ἀθάνατος	des : ής, ές, 
ἀθέμιτος	> ἀθέμιστος	des : ος, ον 
ἀθέσμιος	> ἄθεσμος	des : ος, ον, 
ἀθήητος	> ἀθέατος	des : ος, ον, 
Ἀθηναία	> Ἀθηνᾶ	
Ἀθηναίη	> Ἀθηνᾶ	
Ἀθήνη	> Ἀθηνᾶ	
ἀθήρα	> ἀθάρα	gens : ας (ἡ) 
ἄθλευμα	> ἄθλος	gens : ατος (τὸ) 
ἀθλοθετήρ	> ἀθλοθέτης	gens : ῆρος (ὁ) 
ἆθος	> ἦθος	
Ἀθόως	> Ἄθως	
ἄθρακτος	> ἀτάρακτος	
ἀθρείω	> ἀθρέω	
ἀθύρωτος	> ἄθυρος	des : ος, ον 
ἀΐ	> ἀεί.	
αἰαῖ	> αἶ	
αἰανός	> αἰανής 1	des : ή, όν 
αἶγα	> αἴξ	gens : ης (ἡ) 
αἰγέα	> αἴγεος	
Αἰγεῖον	> Αἰγεῖος	
αἴγερος	> αἴγειρος	gens : ου (ἡ) 
αἴγεσι	> αἴξ	
αἰγιαλεύς	> αἰγιάλειος	gens : έως (ὁ) 
αἰγιαλίτης	> αἰγιάλειος	gens : ου (ὁ) 
αἰγικόν	> ἄγρωστις	gens : οῦ (τὸ) 
αἰγινόμος	> αἰγινομεύς	gens : ου (ὁ) 
αἰγίοθος	> αἴγιθος	gens : ου (ὁ) 
αἰγιπόδης	> αἰγίπους	gens : ου (ὁ) 
αἰγίπυρον	> αἰγίπυρος	gens : ου (τὸ) 
αἰγῖτις	> ἀναγαλλίς	gens : ιδος (ἡ) 
αἰγλάεις	> αἰγλήεις	
αἰγλᾶς	> αἰγλήεις	
αἰγοϐάτης	> αἰγιϐάτης	gens : ου (ὁ) 
αἰγοθήλας	> αἰγιθήλας	gens : ου (ὁ) 
αἰγόκερως	> αἰγόκερας	gens : ωτος (ὁ) 
αἰγόνυξ	> αἰγῶνυξ	gens : υχος (ὁ, ἡ) 
αἰγοπόδης	> αἰγιπόδης	gens : ου (ὁ) 
Αἰγυπτιαστί	> Αἰγυπτιστί	adv. 
Ἀΐδας	> ᾍδης	
αἰδήσιμος	> αἰδέσιμος	des : ος, ον, 
Ἄϊδι	> *Ἄϊς	
ἀϊδνής	> ἀϊδνός	des : ής, ές, 
αἴδομαι	> αἰδέομαι	
Ἀϊδονεύς	> Ἀϊδωνεύς	gens : ῆος (ὁ) 
Ἄϊδος	> *Ἄϊς	
ἀϊδρήεις	> ἄϊδρις	des : ήεσσα, ῆεν, 
ἀϊδρηΐη	> ἀϊδρεΐη	
ἀΐδρυτος	> ἀνίδρυτος	des : ος, ον, 
ἀΐδω	> ἀείδω	
αἰεί	> ἀεί.	
αἰειγενής	> ἀειγενής	
αἰειθαλής	> ἀειθαλής	
αἰείμνηστος	> ἀείμνηστος	
αἰείφρουρος	> ἀείφρουρος	
αἰέλουρος	> αἴλουρος	
αἰέν	> ἀεί.	
αἰές	> ἀεί.	
αἰετός	> ἀετός	
αἰζήεις	> αἰζηός	des : ήεσσα, ῆεν, 
αἰζήϊος	> αἰζηός	
αἰηνής	> αἰανής	
Αἰήτας	> Αἰήτης	
Αἰητίς	> Αἰητίνη	gens : ίδος (ἡ) 
αἰητός	> ἀετός	
Αἰθάλεια	> Αἰθαλία	gens : ας (ἡ) 
ἀϊθαλής	> ἀειθαλής	des : ής, ές 
2 αἴθαλος	> αἰθαλέος	des : ος, ον 
αἴθε	> εἴθε	
αἰθεριώδης	> αἰθερώδης	
αἰθερώδης	> αἰθεροειδής	des : ης, ες, 
Αἰθιόπεια	> Αἰθιοπία	gens : ας (ἡ) 
Αἰθιοπία	> Αἰθιόπιος	
αἶθος	> αἶθος	gens : ου (ὁ) 
αἰθρηγενής	> αἰθρηγενέτης	des : ής, ές, 
αἰθρήεις	> αἴθριος	des : ήεσσα, ῆεν, 
αἴκα	> εἰ.	
αἴκε	> εἰ.	
αἰκέλιος	> ἀεικέλιος	des : ος, ον, 
αἰκής	> ἀεικής	des : ής, ές, 
ἀϊκῶς	> ἀεικῶς	adv. 
αἱματορροέω	> αἱμορρέω	
αἱματουργός	> αἱματοποιός	des : ός, όν 
αἱμηπότης	> αἱμοπότης	gens : ου (ὁ) 
αἱμηρός	> αἱματηρός	des : ά, όν, 
αἱμοειδής	> αἱματοειδής	des : ής, ές, 
αἱμοπότης	> αἱμοπώτης	gens : ου (ὁ) 
αἱμοπώτης	> αἱματοπώτης	gens : ου (ὁ) 
αἱμόροος	> αἱμόρροος	
αἱμόφυρτος	> αἱματόφυρτος	des : ος, ον, 
αἱμόω	> αἱματόω	
αἱμύλιος	> αἱμύλος	des : ος, ον 
Αἰνέας	> Αἰνείας	
αἴνημι	> αἰνέω	
αἰνητός	> αἰνετός	des : ή, όν, 
αἰνιγματιστής	> αἰνιγματίας	gens : οῦ (ὁ) 
αἰνικτής	> αἰνικτήρ	gens : οῦ (ὁ) 
ἀΐξασκον	> ἀΐσσω	
Αἰξωνίς	> Αἰξωνικός	gens : ίδος (ἡ) 
αἰολομήτης	> αἰολόμητις	gens : ου (ὁ) 
ἄϊον	> ἀΐω 1 et 2	
αἴπερ	> εἴπερ	
αἱρεύμενος	> αἱρέω	
αἰσθησία	> αἴσθησις	gens : ας (ἡ) 
αἴσθομαι	> αἰσθάνομαι	
ἄϊσος	> ἄνισος	des : ος, ον 
αἰσυμνητία	> αἰσυμνητεία	gens : ας (ἡ) 
αἰσχεοκερδής	> αἰσχροκερδής	des : ής, ές, 
αἰσχεόμυθος	> αἰσχρολόγος	des : ος, ον 
αἰσχεόφημος	> αἰσχεόμυθος	des : ος, ον, 
αἰσχόω	> αἰσχύνω	
αἰσχρήμων	> αἰσχρός	des : ων, ον, gens : ονος, 
αἰσχροκερδία	> αἰσχροκέρδεια	gens : ας (ἡ) 
αἰσχρομυθέω	> αἰσχρολογέω	
αἰσχροπραγέω	> αἰσχροποιέω	
αἰσχρορρημονέω	> αἰσχρολογέω	
αἰσχρορρημοσύνη	> αἰσχρολογία	gens : ης (ἡ) 
αἰσχρουργέω	> αἰσχροεργέω	
αἰσχρουργία	> *αἰσχροεργία	
αἰσχρουργός	> αἰσχροεργός	
Αἰσωπικός	> Αἰσώπειος	des : ή, όν, 
αἴτε	> εἴτε	
αἴτημι	> αἰτέω	
αἰτιόωνται	> αἰτιάομαι	
αἰτίωμα	> αἰτίαμα	gens : ατος (τὸ) 
Αἴτνα	> Αἴτνη	
Αἰτωλικός	> Αἰτώλιος	des : ή, όν, 
Αἰτωλίς	> Αἰτώλιος	gens : ίδος, 
Αἰτωλός	> Αἰτώλιος	gens : οῦ, adj. m. 
αἰχμάεις	> αἰχμήεις	
αἰχμαλωτεύω	> αἰχμαλωτίζω	
αἰχματάς	> αἰχμητής	
αἰχμητά	> αἰχμητής	(ὁ) 
αἰχμητήρ	> αἰχμητής	gens : ῆρος (ὁ) 
ἀϊών	> ἠϊών	gens : όνος (ἡ) 
Ἀκαδημία	> Ἀκαδήμεια	
Ἀκαδημιακός	> Ἀκαδημαϊκός	des : ή, όν 
Ἀκαδημικός	> Ἀκαδημιακός	des : ή, όν 
ἀκαίριος	> ἄκαιρος	des : ος, ον, 
ἀκάκας	> ἄκακος	adj. m. 
ἀκακήσιος	> ἀκάκητα	gens : ου (ὁ) 
ἀκαλάρροος	> ἀκαλαρρείτης	des : οος-ους, οον-ουν 
ἀκαλυφής	> ἀκάλυπτος	des : ής, ές 
ἀκάλυφος	> ἀκάλυπτος	des : ος, ον 
ἀκαμαντοπόδας	> ἀκαμαντόπους	
ἀκαμπής	> ἄκαμπτος	des : ής, ές, 
*ἀκαμπία	> ἀκαμψία	gens : ης (ἡ) 
ἀκανθοϐάτις	> ἀκανθοϐάτης	gens : ιδος (ἡ) 
ἀκάπηλος	> ἀκαπήλευτος	des : ος, ον 
ἀκαρί	> ἀκαρῆ	adv. 
ἀκαριαίως	> ἀκαρῆ	adv. 
ἀκαταληκτικῶς	> ἀκαταλήκτως	adv. 
ἀκαταλληλότης	> ἀκαταλληλία	gens : ητος (ἡ) 
ἀκαυτηρίαστος	> ἀκαυστηρίαστος	
ἄκαυτος	> ἄκαυστος	des : ος, ον, 
ἀκαχείατο	> *ἄχω	
ἀκαχοίμην	> *ἄχω	
ἀκειόμενος	> ἀκέω	
ἀκειρεκόμης	> ἀκερσεκόμης	gens : ου (ὁ) 
ἀκειρόκομος	> ἀκειρεκόμης	des : ος, ον, 
ἀκέομαι	> ἀκέω	
ἀκεραύνωτος	> ἀκέραυνος	des : ος, ον, 
ἀκερσέκομος	> ἀκερσεκόμης	des : ος, ον 
ἀκέρωτος	> ἄκερως	des : ος, ον, 
ἀκεσσίνοσος	> ἀκεσίνοσος, ἀκεσίπονος	
ἀκηδιασμός	> ἀκήδεια	gens : οῦ (ὁ) 
ἄκημα	> ἄκεσμα	gens : ατος (τὸ) 
ἀκηρότατος	> ἀκήρατος	
ἀκινητίζω	> ἀκινητέω	
ἀκιπήσιος	> ἀκκιπήσιος	
ἀκλάρωτος	> ἀκλήρωτος	
ἄκλαυστος	> ἄκλαυτος	
ἀκλαυτί	> ἀκλαυτεί	adv. 
ἀκλειής	> ἀκλεής	
ἀκλειῶς	> ἀκλεῶς	
ἀκληεῖς	> ἀκλεής	
1 ἀκλήϊστος	> ἄκλειστος	
ἄκλῃστος	> ἄκλειστος	
ἀκλήτως	> ἀκλητί	adv. 
ἀκλινέως	> ἀκλινῶς	
ἄκλονος	> ἀκλόνητος	des : ος, ον, 
ἀκμά	> ἀκμή	
ἀκμαστικός	> ἀκμαῖος	des : ή, όν, 
ἀκνίσωτος	> ἄκνισος	des : ος, ον 
ἀκόησις	> ἀκοή	gens : ιος (ἡ) 
ἀκολάστασμα	> ἀκολασία	gens : ατος (τὸ) 
ἀκολαστευτέον	> ἀκολαστητέον	
ἀκολαστία	> ἀκολασία	gens : ας (ἡ) 
ἀκολουτέω	> ἀκολουθέω	
ἄκομπος	> ἀκόμπαστος	des : ος, ον, 
1 ἀκόνιτος	> ἀκόνιτον	gens : ου (ἡ) 
3 ἀκόνιτος	> ἀκονίατος	des : ος, ον, 
ἀκοός	> ἀκουστικός	des : ός, όν 
ἀκορέστατος	> ἀκορής	
ἀκόρετος	> ἀκόρεστος	des : ος, ον, 
ἀκόσμιος	> ἄκοσμος	des : ος, ον, 
ἄκουκα	> ἀκούω	
1 ἄκουρος	> ἀκούρευτος	des : ος, ον, 
2 ἄκουσα	> ἀκούω	
ἀκραλέα	> ἄκρεα	gens : ων (τὰ) 
2 ἀκρασία	> ἀκράτεια	gens : ας (ἡ) 
ἀκρατέστερος	> ἄκρατος	
ἀκρατέως	> ἀκρατῶς	
ἀκρατία	> ἀκράτεια	gens : ας (ἡ) 
ἄκρη	> ἄκρα	
ἀκρησίη	> ἀκρασία 1	
ἀκρητοποσίη	> ἀκρατοποσία	
ἀκρητοπότης	> ἀκρατοπότης	
ἄκρητος	> ἄκρατος	
ἀκρητότης	> *ἀκρατότης	
ἀκρηχολίη	> ἀκραχολία	
ἄκρια	> ἄκρεα	gens : ων (τὰ) 
ἀκριϐεύομαι	> ἀκριϐόω	
ἀκριϐίη	> ἀκρίϐεια	gens : ης (ἡ) 
ἀκροάζομαι	> ἀκροάομαι	
ἀκροϐαμονέω	> ἀκροϐατέω	
ἀκρόϐατος	> ἀκροϐάμων	des : ος, ον 
ἀκροϐολέω	> ἀκροϐολίζομαι	
ἀκρόγωνος	> ἀκρογωνιαῖος	des : ος, ον, 
ἀκρόθινα	> ἀκροθίνιον	gens : ων (τὰ) 
Ἀκρόθῳοι	> Ἀκρόθῳον	gens : ων (οἱ) 
ἀκροκνεφής	> ἀκροκνέφαιος	des : ής, ές, 
ἄκρον	> ἄκρος	gens : ου (τὸ) 
ἀκρόνυκτος	> ἀκρονύκτιος	des : ος, ον, 
2 ἀκρόνυχος	> ἀκρώνυχος	des : ος, ον 
ἀκρόπτολις	> ἀκρόπολις	gens : ιος (ἡ) 
ἀκροφαής	> ἀκροφανής	des : ής, ές, 
ἀκροχείρισις	> ἀκροχειρισμός	gens : εως (ἡ) 
*ἀκροχειριστής	> ἀκροχερσίτης	
ἀκρόχειρον	> ἀκρόχειρ	gens : ου (τὸ) 
ἀκροχολέω	> ἀκραχολέω	
ἀκροχολία	> ἀκραχολία	gens : ας (ἡ) 
ἀκρόχολος	> ἀκράχολος	
ἀκρώμιον	> ἀκρωμία	gens : ου (τὸ) 
ἀκρωμίς	> ἀκρωμία	gens : ίδος (ἡ) 
ἄκρων	> ἀκροκώλιον	gens : ωνος (ὁ) 
ἀκτερέϊστος	> ἀκτέριστος	des : ος, ον, 
ἀκτερής	> ἀκτέριστος	des : ής, ές, 
ἀκτῆ	> ἀκτέα	
ἀκτησία	> ἀκτημοσύνη	gens : ας (ἡ) 
ἀκτίνεσσι	> ἀκτίς	
ἀκτινηϐολίη	> ἀκτινοϐολία	gens : ης (ἡ) 
ἀκτινώδης	> ἀκτινοειδής	des : ης, ες 
ἀκύματος	> ἄκυμος	des : ος, ον 
1 ἀκύμων	> ἄκυμος	des : ων, ον, gens : ονος 
ἀκωλυτί	> ἀκωλύτως	adv. 
ἀλαϐαρχείη	> ἀλαϐαρχία	gens : ης (ἡ) 
ἀλαϐαστῖτις	> ἀλαϐαστρίτης	
ἀλαϐαστοθήκη	> ἀλαϐαστροθήκη	gens : ης (ἡ) 
ἀλάϐαστος	> ἀλάϐαστρος	gens : ου (ὁ, ἡ) 
ἀλάϐαστρον	> ἀλάϐαστρος	gens : ου (τὸ) 
ἀλαζονίη	> ἀλαζονεία	gens : ης (ἡ) 
ἀλάθεα	> ἀλήθεια	
ἀλαθείς	> ἀλάομαι	
ἀλαθέως	> ἀληθῶς	
ἀλαθής	> ἀληθής	
ἀλαθινός	> ἀληθινός	
ἀλαιός	> ἀλεός	
ἀλακάτα	> ἠλακάτη	
ἀλαλά	> ἀλαλή	
ἀλαλαγή	> ἀλαλά	gens : ῆς (ἡ) 
ἀλάλαγμα	> ἀλαλαγή	gens : ατος (τὸ) 
ἀλαλατός	> ἀλαλητός	
ἀλαλητύς	> ἀλαλητός	gens : ύος (ἡ) 
ἀλάλυκτο	> ἀλύσσω	
ἁλάμενος	> ἅλλομαι	
